iso_country,iata_code,gps_code,timezone
TR,AFY,LTAH,Europe/Istanbul
TR,AYT,LTAI,Europe/Istanbul
TR,GZT,LTAJ,Europe/Istanbul
TR,KFS,LTAL,Europe/Istanbul
TR,KYA,LTAN,Europe/Istanbul
TR,MZH,LTAP,Europe/Istanbul
TR,VAS,LTAR,Europe/Istanbul
TR,ONQ,LTAS,Europe/Istanbul
TR,MLX,LTAT,Europe/Istanbul
TR,ASR,LTAU,Europe/Istanbul
TR,TJK,LTAW,Europe/Istanbul
TR,DNZ,LTAY,Europe/Istanbul
TR,NAV,LTAZ,Europe/Istanbul
TR,ISL,LTBA,Europe/Istanbul
TR,CII,LTBD,Europe/Istanbul
TR,BTZ,LTBE,Europe/Istanbul
TR,BZI,LTBF,Europe/Istanbul
TR,BDM,LTBG,Europe/Istanbul
TR,CKZ,LTBH,Europe/Istanbul
TR,ESK,LTBI,Europe/Istanbul
TR,ADB,LTBJ,Europe/Istanbul
TR,IGL,LTBL,Europe/Istanbul
TR,USQ,LTBO,Europe/Istanbul
TR,KCO,LTBQ,Europe/Istanbul
TR,YEI,LTBR,Europe/Istanbul
TR,DLM,LTBS,Europe/Istanbul
TR,TEQ,LTBU,Europe/Istanbul
TR,BXN,LTBV,Europe/Istanbul
TR,AOE,LTBY,Europe/Istanbul
TR,KZR,LTBZ,Europe/Istanbul
TR,EZS,LTCA,Europe/Istanbul
TR,DIY,LTCC,Europe/Istanbul
TR,ERC,LTCD,Europe/Istanbul
TR,ERZ,LTCE,Europe/Istanbul
TR,KSY,LTCF,Europe/Istanbul
TR,TZX,LTCG,Europe/Istanbul
TR,SFQ,LTCH,Europe/Istanbul
TR,VAN,LTCI,Europe/Istanbul
TR,BAL,LTCJ,Europe/Istanbul
TR,MSR,LTCK,Europe/Istanbul
TR,SXZ,LTCL,Europe/Istanbul
TR,NOP,LTCM,Europe/Istanbul
TR,KCM,LTCN,Europe/Istanbul
TR,AJI,LTCO,Europe/Istanbul
TR,ADF,LTCP,Europe/Istanbul
TR,MQM,LTCR,Europe/Istanbul
TR,GNY,LTCS,Europe/Istanbul
TR,NKT,LTCV,Europe/Istanbul
TR,YKO,LTCW,Europe/Istanbul
TR,HTY,LTDA,Europe/Istanbul
TR,ISE,LTFC,Europe/Istanbul
TR,EDO,LTFD,Europe/Istanbul
TR,BJV,LTFE,Europe/Istanbul
TR,SZF,LTFH,Europe/Istanbul
TR,SAW,LTFJ,Europe/Istanbul
TR,IST,LTFM,Europe/Istanbul
TR,GZP,LTFG,Europe/Istanbul
MD,BZY,LUBL,Europe/Chisinau
MD,KIV,LUKK,Europe/Chisinau
PL,LUZ,EPLB,Asia/Shanghai
PS,GZA,LVGZ,Asia/Gaza
MK,OHD,LWOH,Europe/Skopje
MK,SKP,LWSK,Europe/Skopje
GI,GIB,LXGB,Europe/Gibraltar
LY,MRA,HLMS,Africa/Tripoli
LY,QUB,HLUB,Africa/Tripoli
RS,UZC,LYUZ,Europe/Belgrade
RS,BEG,LYBE,Europe/Belgrade
ME,IVG,LYBR,Europe/Podgorica
RS,BJY,LYBT,Europe/Belgrade
RS,KVO,LYKV,Europe/Belgrade
RS,INI,LYNI,Europe/Belgrade
RS,QND,LYNS,Europe/Belgrade
ME,TGD,LYPG,Europe/Podgorica
ME,TIV,LYTV,Europe/Podgorica
SK,BTS,LZIB,Europe/Bratislava
SK,KSC,LZKZ,Europe/Bratislava
SK,LUE,LZLU,Europe/Bratislava
CN,LZO,ZULZ,Asia/Shanghai
SK,PZY,LZPP,Europe/Bratislava
SK,POV,LZPW,Europe/Bratislava
SK,SLD,LZSL,Europe/Bratislava
SK,TAT,LZTT,Europe/Bratislava
SK,ILZ,LZZI,Europe/Bratislava
US,DRU,KDRU,America/Denver
MA,GLN,GMAG,Africa/Casablanca
US,UWA,MA53,America/New_York
TC,GDT,MBGT,America/Grand_Turk
TC,MDS,MBMC,America/Grand_Turk
TC,NCA,MBNC,America/Grand_Turk
TC,PIC,MBPI,America/Grand_Turk
TC,PLS,MBPV,America/Grand_Turk
TC,XSC,MBSC,America/Grand_Turk
TC,SLX,MBSY,America/Grand_Turk
DO,BRX,MDBH,America/Santo_Domingo
DO,CBJ,MDCR,America/Santo_Domingo
DO,AZS,MDCY,America/Santo_Domingo
DO,COZ,MDCZ,America/Santo_Domingo
DO,HEX,MDHE,America/Santo_Domingo
DO,JBQ,MDJB,America/Santo_Domingo
DO,LRM,MDLR,America/Santo_Domingo
DO,PUJ,MDPC,America/Santo_Domingo
DO,EPS,MDPO,America/Santo_Domingo
DO,POP,MDPP,America/Santo_Domingo
DO,SDQ,MDSD,America/Santo_Domingo
DO,SJM,MDSJ,America/Santo_Domingo
DO,STI,MDST,America/Santo_Domingo
US,LIZ,ME16,America/New_York
MG,OHB,FMFE,Indian/Antananarivo
GT,CBV,MGCB,America/Guatemala
GT,CMM,MGCR,America/Guatemala
GT,CTF,MGCT,America/Guatemala
GT,GUA,MGGT,America/Guatemala
GT,HUG,MGHT,America/Guatemala
GT,PBR,MGPB,America/Guatemala
GT,PON,MGPP,America/Guatemala
GT,AQB,MGQC,America/Guatemala
GT,AAZ,MGQZ,America/Guatemala
GT,RUV,MGRB,America/Guatemala
GT,LCF,MGRD,America/Guatemala
GT,RER,MGRT,America/Guatemala
GT,GSJ,MGSJ,America/Guatemala
GT,FRS,MGMM,America/Guatemala
HN,AHS,MHAH,America/Tegucigalpa
HN,BHG,MHBL,America/Tegucigalpa
HN,CAA,MHCA,America/Tegucigalpa
HN,MRJ,MHMA,America/Tegucigalpa
HN,LUI,MHCR,America/Tegucigalpa
HN,CYL,MHCS,America/Tegucigalpa
HN,CDD,MHCU,America/Tegucigalpa
HN,OAN,MHOA,America/Tegucigalpa
HN,GAC,MHGS,America/Tegucigalpa
HN,IRN,MHIR,America/Tegucigalpa
HN,GUO,MHJI,Africa/Mogadishu
HN,JUT,MHJU,America/Tegucigalpa
HN,LCE,MHLC,America/Tegucigalpa
HN,LEZ,MHLE,America/Tegucigalpa
HN,SAP,MHLM,America/Tegucigalpa
HN,GJA,MHNJ,America/Tegucigalpa
HN,PCH,MHPC,America/Tegucigalpa
HN,PEU,MHPL,America/Tegucigalpa
HN,RTB,MHRO,America/Tegucigalpa
HN,SDH,MHSR,America/Tegucigalpa
HN,RUY,MHRU,America/Tegucigalpa
HN,XPL,MHSC,America/Tegucigalpa
HN,TEA,MHTE,America/Tegucigalpa
HN,TGU,MHTG,America/Tegucigalpa
HN,TJI,MHTJ,America/Tegucigalpa
HN,SCD,MHUL,America/Tegucigalpa
HN,UII,MHUT,America/Tegucigalpa
PG,MHY,AYEH,Pacific/Port_Moresby
HN,ORO,MHYR,America/Tegucigalpa
JM,OCJ,MKBS,America/Jamaica
JM,KIN,MKJP,America/Jamaica
JM,MBJ,MKJS,America/Jamaica
JM,POT,MKKJ,America/Jamaica
PG,MKN,AYMV,Pacific/Port_Moresby
JM,NEG,MKNG,America/Jamaica
JM,KTP,MKTP,America/Jamaica
MH,MIJ,MLIP,Pacific/Majuro
PG,MLQ,AYMP,Pacific/Port_Moresby
MM,HEB,VYHT,Asia/Yangon
MX,TZM,MM72,America/Merida
MX,ACA,MMAA,America/Mexico_City
MX,NTR,MMAN,America/Monterrey
MX,AGU,MMAS,America/Mexico_City
MX,HUX,MMBT,America/Mexico_City
MX,CNA,MMCA,America/Hermosillo
MX,CVJ,MMCB,America/Mexico_City
MX,ACN,MMCC,America/Matamoros
MX,CME,MMCE,America/Merida
MX,NCG,MMCG,America/Chihuahua
MX,CUL,MMCL,America/Mazatlan
MX,CTM,MMCM,America/Merida
MX,CEN,MMCN,America/Hermosillo
MX,CJT,MMCO,America/Mexico_City
MX,CPE,MMCP,America/Merida
MX,CJS,MMCS,America/Ojinaga
MX,CZA,MMCT,America/Merida
MX,CUU,MMCU,America/Chihuahua
MX,CVM,MMCV,America/Monterrey
MX,CYW,MMCY,America/Mexico_City
MX,CZM,MMCZ,America/Cancun
MX,CUA,MMDA,America/Mazatlan
MX,MMC,MMDM,America/Monterrey
MX,DGO,MMDO,America/Monterrey
MX,TPQ,MMEP,America/Mazatlan
MX,ESE,MMES,America/Tijuana
MX,GDL,MMGL,America/Mexico_City
MX,GYM,MMGM,America/Hermosillo
MX,GUB,MMGR,America/Tijuana
MX,TCN,MMHC,America/Mexico_City
MX,HMO,MMHO,America/Hermosillo
MX,CLQ,MMIA,America/Mexico_City
MX,ISJ,MMIM,America/Cancun
MX,SLW,MMIO,America/Monterrey
MX,IZT,MMIT,America/Mexico_City
MX,JAL,MMJA,America/Mexico_City
MX,AZP,MMJC,America/Mexico_City
MX,LZC,MMLC,America/Mexico_City
MX,LMM,MMLM,America/Mazatlan
MX,BJX,MMLO,America/Mexico_City
MX,LAP,MMLP,America/Mazatlan
MX,LTO,MMLT,America/Hermosillo
MX,MAM,MMMA,America/Matamoros
MX,MID,MMMD,America/Merida
MX,MUG,MMMG,America/Mazatlan
MX,MXL,MMML,America/Tijuana
MX,MLM,MMMM,America/Mexico_City
MX,MTT,MMMT,America/Mexico_City
MX,LOV,MMMV,America/Monterrey
MX,MEX,MMMX,America/Mexico_City
MX,MTY,MMMY,America/Monterrey
MX,MZT,MMMZ,America/Mazatlan
MX,NOG,MMNG,America/Hermosillo
MX,NLD,MMNL,America/Matamoros
MX,OAX,MMOX,America/Mexico_City
MX,PAZ,MMPA,America/Mexico_City
MX,PBC,MMPB,America/Mexico_City
MX,PDS,MMPG,America/Matamoros
MX,PCO,MMPL,America/Mazatlan
MX,UPN,MMPN,America/Mexico_City
MX,PQM,MMPQ,America/Mexico_City
MX,PVR,MMPR,America/Mexico_City
MX,PXM,MMPS,America/Mexico_City
MX,QRO,MMQT,America/Mexico_City
MX,REX,MMRX,America/Matamoros
MX,SZT,MMSC,America/Mexico_City
MX,SJD,MMSD,America/Mazatlan
MX,SFH,MMSF,America/Tijuana
MX,NLU,MMSM,America/Mexico_City
MX,SLP,MMSP,America/Mexico_City
MX,TRC,MMTC,America/Monterrey
MX,TGZ,MMTG,America/Mexico_City
MX,TIJ,MMTJ,America/Tijuana
MX,TAM,MMTM,America/Monterrey
MX,TSL,MMTN,America/Mexico_City
MX,TLC,MMTO,America/Mexico_City
MX,TAP,MMTP,America/Merida
MX,CUN,MMUN,America/Cancun
PG,MMV,AYMM,Pacific/Port_Moresby
MX,VSA,MMVA,America/Merida
MX,VER,MMVR,America/Mexico_City
MX,ZCL,MMZC,America/Monterrey
MX,ZIH,MMZH,America/Mexico_City
MX,ZMM,MMZM,America/Mexico_City
MX,ZLO,MMZO,America/Mexico_City
MN,MXW,ZMMG,Asia/Ulaanbaatar
NI,BEF,MNBL,America/Managua
NI,BZA,MNBZ,America/Managua
NI,ECI,MNCE,America/Managua
NI,RNI,MNCI,America/Managua
NI,MGA,MNMG,America/Managua
NI,NVG,MNNG,America/Managua
NI,PUZ,MNPC,America/Managua
NI,RFS,MNRT,America/Managua
NI,NCR,MNSC,America/Managua
NI,SIU,MNSI,America/Managua
NI,WSP,MNWP,America/Managua
PA,PDM,MP00,America/Panama
PA,BOC,MPBO,America/Panama
PA,CTD,MPCE,America/Panama
PA,CHX,MPCH,America/Panama
PA,DAV,MPDA,America/Panama
PA,ONX,MPEJ,America/Panama
PG,MPG,AYMJ,Pacific/Port_Moresby
PA,BLB,MPPA,America/Panama
PA,JQE,MPJE,America/Panama
PA,PLP,MPLP,America/Panama
PA,PAC,MPMG,America/Panama
PA,PUE,MPOA,America/Panama
PA,RIH,MPSM,America/Panama
PA,SYP,MPSA,America/Panama
PA,PTY,MPTO,America/Panama
PG,MPU,AYMZ,Pacific/Port_Moresby
PA,PVE,MPVR,America/Panama
PA,NBL,MPWN,America/Panama
PG,MPX,AYIY,Pacific/Port_Moresby
PG,MQO,AYMQ,Pacific/Port_Moresby
CR,FON,MRAN,America/Costa_Rica
CR,TTQ,MRAO,America/Costa_Rica
CR,BAI,MRBA,America/Costa_Rica
CR,BCL,MRBC,America/Costa_Rica
CR,OTR,MRCC,America/Costa_Rica
CR,JAP,MRCH,America/Costa_Rica
CR,PLD,MRCR,America/Costa_Rica
CR,DRK,MRDK,America/Costa_Rica
CR,FMG,MRFL,America/Costa_Rica
CR,GLF,MRGF,America/Costa_Rica
CR,GPL,MRGP,America/Costa_Rica
CR,PBP,MRIA,America/Costa_Rica
CR,LIR,MRLB,America/Costa_Rica
CR,LSL,MRLC,America/Costa_Rica
CR,LIO,MRLM,America/Costa_Rica
CR,CSC,MRMJ,America/Costa_Rica
CR,NCT,MRNC,America/Costa_Rica
CR,NOB,MRNS,America/Costa_Rica
CR,SJO,MROC,America/Costa_Rica
CR,PJM,MRPJ,America/Costa_Rica
CR,PMZ,MRPM,America/Costa_Rica
CR,SYQ,MRPV,America/Costa_Rica
CR,XQP,MRQP,America/Costa_Rica
CR,RFR,MRRF,America/Costa_Rica
CR,IPZ,MRSI,America/Costa_Rica
CR,TOO,MRSV,America/Costa_Rica
CR,TNO,MRTM,America/Costa_Rica
CR,TMU,MRTR,America/Costa_Rica
CR,UPL,MRUP,America/Costa_Rica
SV,SAL,MSLP,America/El_Salvador
HT,CYA,MTCA,America/Port-au-Prince
HT,CAP,MTCH,America/Port-au-Prince
US,MTX,MTF,America/Anchorage
HT,JAK,MTJA,America/Port-au-Prince
HT,JEE,MTJE,America/Port-au-Prince
HT,PAP,MTPP,America/Port-au-Prince
HT,PAX,MTPX,America/Port-au-Prince
CU,BCA,MUBA,America/Havana
CU,BWW,MUBR,America/Havana
CU,BYM,MUBY,America/Havana
CU,AVI,MUCA,America/Havana
CU,CCC,MUCC,America/Havana
CU,CFG,MUCF,America/Havana
CU,CYO,MUCL,America/Havana
CU,CMW,MUCM,America/Havana
CU,SCU,MUCU,America/Havana
CU,NBW,MUGM,America/Havana
CU,GAO,MUGT,America/Havana
CU,HAV,MUHA,America/Havana
CU,HOG,MUHG,America/Havana
CU,VRO,MUKW,America/Havana
CU,LCL,MULM,America/Havana
CU,UMA,MUMA,America/Havana
CU,MJG,MUMJ,America/Havana
CU,MOA,MUMO,America/Havana
CU,MZO,MUMZ,America/Havana
CU,QSN,MUNB,America/Havana
CU,ICR,MUNC,America/Havana
CU,GER,MUNG,America/Havana
CU,UPB,MUPB,America/Havana
CU,SNU,MUSC,America/Havana
CU,SNJ,MUSJ,America/Havana
CU,SZJ,MUSN,America/Havana
CU,USS,MUSS,America/Havana
CU,TND,MUTD,America/Havana
CU,VRA,MUVR,America/Havana
CU,VTU,MUVT,America/Havana
KY,CYB,MWCB,America/Cayman
KY,LYB,MWCL,America/Cayman
KY,GCM,MWCR,America/Cayman
MX,AZG,MMAG,America/Mexico_City
MX,SCX,MMSZ,America/Mexico_City
MX,TUY,MMTU,America/Cancun
MX,UAC,MM76,America/Hermosillo
PG,MXK,AYMI,Pacific/Port_Moresby
BS,MAY,MYAB,America/Nassau
BS,ASD,MYAF,America/Nassau
BS,TZN,MYAK,America/Nassau
BS,MHH,MYAM,America/Nassau
BS,SAQ,MYAN,America/Nassau
BS,AXP,MYAP,America/Nassau
BS,TCB,MYAT,America/Nassau
BS,WKR,MYAW,America/Nassau
BS,CCZ,MYBC,America/Nassau
BS,GHC,MYBG,America/Nassau
BS,BIM,MYBS,America/Nassau
BS,ATC,MYCA,America/Nassau
BS,TBI,MYCB,America/Nassau
BS,CXY,MYCC,America/Nassau
BS,CRI,MYCI,America/Nassau
BS,PWN,MYCP,America/Nassau
BS,GGT,MYEF,America/Nassau
BS,ELH,MYEH,America/Nassau
BS,GHB,MYEM,America/Nassau
BS,NMC,MYEN,America/Nassau
BS,RSD,MYER,America/Nassau
BS,TYM,MYES,America/Nassau
BS,FPO,MYGF,America/Nassau
BS,GBI,MYGM,America/Nassau
BS,WTD,MYGW,America/Nassau
BS,IGA,MYIG,America/Nassau
US,MYK,MYK,America/Anchorage
BS,LGI,MYLD,America/Nassau
BS,SML,MYLS,America/Nassau
BS,MYG,MYMM,America/Nassau
BS,NAS,MYNN,America/Nassau
BS,PID,MYPI,America/Nassau
BS,DCT,MYRD,America/Nassau
BS,RCY,MYRP,America/Nassau
BS,ZSA,MYSM,America/Nassau
PG,MYX,AYMC,Pacific/Port_Moresby
BS,CEL,MYEC,America/Sao_Paulo
MZ,IBO,FQIB,Africa/Maputo
BZ,BZE,MZBZ,America/Belize
BZ,CYD,MZMF,America/Belize
CN,NBS,ZYBS,Asia/Shanghai
CK,AIT,NCAI,Pacific/Rarotonga
CK,AIU,NCAT,Pacific/Rarotonga
CK,MGS,NCMG,Pacific/Rarotonga
CK,MHX,NCMH,Pacific/Rarotonga
CK,MUK,NCMK,Pacific/Rarotonga
CK,MOI,NCMR,Pacific/Rarotonga
CK,PZK,NCPK,Pacific/Rarotonga
CK,PYE,NCPY,Pacific/Rarotonga
CK,RAR,NCRG,Pacific/Rarotonga
PG,NDI,AYNJ,Pacific/Port_Moresby
PG,NDN,AYNC,Pacific/Port_Moresby
US,EPG,NE69,America/Chicago
FJ,AQS,NFBG,Pacific/Fiji
FJ,ICI,NFCI,Pacific/Fiji
FJ,CST,NFCS,Pacific/Fiji
FJ,NAN,NFFN,Pacific/Fiji
FJ,PTF,NFFO,Pacific/Fiji
FJ,RBI,NFFR,Pacific/Fiji
FJ,KDV,NFKD,Pacific/Fiji
FJ,MNF,NFMA,Pacific/Fiji
FJ,MFJ,NFMO,Pacific/Fiji
FJ,SUV,NFNA,Pacific/Fiji
FJ,LEV,NFNB,Pacific/Fiji
FJ,NGI,NFNG,Pacific/Fiji
FJ,LUC,NFNH,Pacific/Fiji
FJ,LKB,NFNK,Pacific/Fiji
FJ,LBS,NFNL,Pacific/Fiji
FJ,TVU,NFNM,Pacific/Fiji
FJ,KXF,NFNO,Pacific/Fiji
FJ,RTA,NFNR,Pacific/Fiji
FJ,SVU,NFNS,Pacific/Fiji
FJ,BVF,NFNU,Pacific/Fiji
FJ,VAU,NFNV,Pacific/Fiji
FJ,KAY,NFNW,Pacific/Fiji
FJ,ONU,NFOL,Pacific/Fiji
FJ,YAS,NFSW,Pacific/Fiji
TO,EUA,NFTE,Pacific/Tongatapu
TO,TBU,NFTF,Pacific/Tongatapu
TO,HPA,NFTL,Pacific/Tongatapu
TO,NFO,NFTO,Pacific/Tongatapu
TO,NTT,NFTP,Pacific/Tongatapu
TO,VAV,NFTV,Pacific/Tongatapu
FJ,TTL,NFUL,Pacific/Fiji
FJ,VBV,NFVB,Pacific/Fiji
FJ,VTF,NFVL,Pacific/Fiji
NG,GMO,DNGO,Africa/Lagos
NG,QRW,DNSU,Africa/Lagos
KI,ABF,NGAB,Pacific/Tarawa
KI,BEZ,NGBR,Pacific/Tarawa
TV,FUN,NGFU,Pacific/Funafuti
KI,KUC,NGKT,Pacific/Tarawa
KI,MNK,NGMA,Pacific/Tarawa
KI,MZK,NGMK,Pacific/Tarawa
KI,MTK,NGMN,Pacific/Tarawa
KI,NIG,NGNU,Pacific/Tarawa
KI,OOT,NGON,Pacific/Tarawa
KI,TRW,NGTA,Pacific/Tarawa
KI,AEA,NGTB,Pacific/Tarawa
KI,TBF,NGTE,Pacific/Tarawa
KI,TMN,NGTM,Pacific/Tarawa
KI,NON,NGTO,Pacific/Tarawa
KI,AIS,NGTR,Pacific/Tarawa
KI,TSU,NGTS,Pacific/Tarawa
KI,BBG,NGTU,Pacific/Tarawa
KI,AAK,NGUK,Pacific/Tarawa
NU,IUE,NIUE,Pacific/Niue
CN,NLH,ZPNL,Asia/Shanghai
WF,FUT,NLWF,Pacific/Wallis
WF,WLS,NLWW,Pacific/Wallis
US,HBB,NM83,America/Denver
US,NRC,KNRC,America/Los_Angeles
AS,OFU,NSAS,Pacific/Pago_Pago
WS,AAU,NSAU,Pacific/Apia
WS,APW,NSFA,Pacific/Apia
WS,FGI,NSFI,Pacific/Apia
AS,FTI,NSFQ,Pacific/Pago_Pago
WS,MXS,NSMA,Pacific/Apia
AS,PPG,NSTU,Pacific/Pago_Pago
PF,PPT,NTAA,Pacific/Tahiti
PF,RMT,NTAM,Pacific/Tahiti
PF,RUR,NTAR,Pacific/Tahiti
PF,TUB,NTAT,Pacific/Tahiti
PF,RVV,NTAV,Pacific/Tahiti
PF,AAA,NTGA,Pacific/Tahiti
PF,FGU,NTGB,Pacific/Tahiti
PF,TIH,NTGC,Pacific/Tahiti
PF,APK,NTGD,Pacific/Tahiti
PF,REA,NTGE,Pacific/Tahiti
PF,FAV,NTGF,Pacific/Tahiti
PF,HHZ,NTGH,Pacific/Tahiti
PF,XMH,NTGI,Pacific/Tahiti
PF,GMR,NTGJ,Pacific/Gambier
PF,KKR,NTGK,Pacific/Tahiti
PF,MKP,NTGM,Pacific/Tahiti
PF,NAU,NTGN,Pacific/Tahiti
PF,TKV,NTGO,Pacific/Tahiti
PF,PKP,NTGP,Pacific/Tahiti
PF,PUK,NTGQ,Pacific/Tahiti
PF,TKP,NTGT,Pacific/Tahiti
PF,AXR,NTGU,Pacific/Tahiti
PF,MVT,NTGV,Pacific/Tahiti
PF,NUK,NTGW,Pacific/Tahiti
PF,ZTA,NTGY,Pacific/Tahiti
PF,AHE,NTHE,Pacific/Tahiti
PF,KHZ,NTKA,Pacific/Tahiti
PF,FAC,NTKF,Pacific/Tahiti
PF,FHZ,NTKH,Pacific/Tahiti
PF,RKA,NTKK,Pacific/Tahiti
PF,TJN,NTKM,Pacific/Tahiti
PF,NIU,NTKN,Pacific/Tahiti
PF,RRR,NTKO,Pacific/Tahiti
PF,TKX,NTKR,Pacific/Tahiti
PF,KXU,NTKT,Pacific/Tahiti
PF,NKP,NTKU,Pacific/Tahiti
PF,NHV,NTMD,Pacific/Tahiti
PF,AUQ,NTMN,Pacific/Marquesas
PF,UAP,NTMP,Pacific/Marquesas
PF,UAH,NTMU,Pacific/Marquesas
PF,BOB,NTTB,Pacific/Tahiti
PF,TTI,NTTE,Pacific/Tahiti
PF,RGI,NTTG,Pacific/Tahiti
PF,HUH,NTTH,Pacific/Tahiti
PF,MOZ,NTTM,Pacific/Tahiti
PF,HOI,NTTO,Pacific/Tahiti
PF,MAU,NTTP,Pacific/Tahiti
PF,RFP,NTTR,Pacific/Tahiti
PF,TPX,NTTU,Pacific/Tahiti
PF,UOA,NTTX,Pacific/Tahiti
PF,VHZ,NTUV,Pacific/Tahiti
PG,NUG,AYNI,Pacific/Bougainville
US,UCC,NV11,America/Los_Angeles
VU,MTV,NVSA,Pacific/Efate
VU,SLH,NVSC,Pacific/Efate
VU,TOH,NVSD,Pacific/Efate
VU,EAE,NVSE,Pacific/Efate
VU,CCV,NVSF,Pacific/Efate
VU,LOD,NVSG,Pacific/Efate
VU,SSR,NVSH,Pacific/Efate
VU,PBJ,NVSI,Pacific/Efate
VU,LPM,NVSL,Pacific/Efate
VU,LNB,NVSM,Pacific/Efate
VU,MWF,NVSN,Pacific/Efate
VU,LNE,NVSO,Pacific/Efate
VU,NUS,NVSP,Pacific/Efate
VU,ZGU,NVSQ,Pacific/Efate
VU,RCL,NVSR,Pacific/Efate
VU,SON,NVSS,Pacific/Efate
VU,TGH,NVST,Pacific/Efate
VU,ULB,NVSU,Pacific/Efate
VU,VLS,NVSV,Pacific/Efate
VU,WLH,NVSW,Pacific/Efate
VU,SWJ,NVSX,Pacific/Efate
VU,OLJ,NVSZ,Pacific/Efate
VU,AUY,NVVA,Pacific/Efate
VU,AWD,NVVB,Pacific/Efate
VU,DLY,NVVD,Pacific/Efate
VU,FTA,NVVF,Pacific/Efate
VU,IPA,NVVI,Pacific/Efate
VU,UIQ,NVVQ,Pacific/Efate
VU,VLI,NVVV,Pacific/Efate
VU,TAH,NVVW,Pacific/Efate
PG,NWT,AYNW,Pacific/Port_Moresby
NC,TGJ,NWWA,Pacific/Noumea
NC,BMY,NWWC,Pacific/Noumea
NC,KNQ,NWWD,Pacific/Noumea
NC,ILP,NWWE,Pacific/Noumea
NC,HLU,NWWH,Pacific/Noumea
NC,KOC,NWWK,Pacific/Noumea
NC,LIF,NWWL,Pacific/Noumea
NC,GEA,NWWM,Pacific/Noumea
NC,IOU,NWWO,Pacific/Noumea
NC,PUV,NWWP,Pacific/Noumea
NC,PDC,NWWQ,Pacific/Noumea
NC,MEE,NWWR,Pacific/Noumea
NC,TOU,NWWU,Pacific/Noumea
NC,UVE,NWWV,Pacific/Noumea
NC,NOU,NWWW,Pacific/Noumea
NZ,AKL,NZAA,Pacific/Auckland
NZ,TUO,NZAP,Pacific/Auckland
NZ,AMZ,NZAR,Pacific/Auckland
NZ,ASG,NZAS,Pacific/Auckland
NZ,CHC,NZCH,Pacific/Auckland
NZ,CHT,NZCI,Pacific/Chatham
NZ,CMV,NZCX,Pacific/Auckland
NZ,DGR,NZDA,Pacific/Auckland
NZ,DUD,NZDN,Pacific/Auckland
NZ,WHO,NZFJ,Pacific/Auckland
NZ,GBZ,NZGB,Pacific/Auckland
NZ,GMN,NZGM,Pacific/Auckland
NZ,GIS,NZGS,Pacific/Auckland
NZ,GTN,NZGT,Pacific/Auckland
NZ,HKK,NZHK,Pacific/Auckland
NZ,HLZ,NZHN,Pacific/Auckland
NZ,WIK,NZKE,Pacific/Auckland
NZ,KBZ,NZKI,Pacific/Auckland
NZ,KKE,NZKK,Pacific/Auckland
NZ,KKO,NZKO,Pacific/Auckland
NZ,KAT,NZKT,Pacific/Auckland
NZ,ALR,NZLX,Pacific/Auckland
NZ,MTA,NZMA,Pacific/Auckland
NZ,MHB,NZMB,Pacific/Auckland
NZ,MON,NZMC,Pacific/Auckland
NZ,MFN,NZMF,Pacific/Auckland
NZ,MZP,NZMK,Pacific/Auckland
NZ,TEU,NZMO,Pacific/Auckland
NZ,MRO,NZMS,Pacific/Auckland
NZ,NPL,NZNP,Pacific/Auckland
NZ,NPE,NZNR,Pacific/Auckland
NZ,NSN,NZNS,Pacific/Auckland
NZ,IVC,NZNV,Pacific/Auckland
NZ,OHA,NZOH,Pacific/Auckland
NZ,OAM,NZOU,Pacific/Auckland
NZ,PMR,NZPM,Pacific/Auckland
NZ,PCN,NZPN,Pacific/Auckland
NZ,PPQ,NZPP,Pacific/Auckland
NZ,ZQN,NZQN,Pacific/Auckland
NZ,RAG,NZRA,Pacific/Auckland
NZ,SZS,NZRC,Pacific/Auckland
NZ,ROT,NZRO,Pacific/Auckland
NZ,TRG,NZTG,Pacific/Auckland
NZ,TMZ,NZTH,Pacific/Auckland
NZ,KTF,NZTK,Pacific/Auckland
NZ,TKZ,NZTO,Pacific/Auckland
NZ,THH,NZTS,Pacific/Auckland
NZ,TIU,NZTU,Pacific/Auckland
NZ,TWZ,NZUK,Pacific/Auckland
NZ,BHE,NZWB,Pacific/Auckland
NZ,WKA,NZWF,Pacific/Auckland
NZ,WHK,NZWK,Pacific/Auckland
NZ,WLG,NZWN,Pacific/Auckland
NZ,WIR,NZWO,Pacific/Auckland
NZ,WRE,NZWR,Pacific/Auckland
NZ,WSZ,NZWS,Pacific/Auckland
NZ,WTZ,NZWT,Pacific/Auckland
NZ,WAG,NZWU,Pacific/Auckland
US,BZF,O85,America/Los_Angeles
AF,OAA,OASH,Asia/Kabul
AF,BIN,OABN,Asia/Kabul
AF,BST,OABT,Asia/Kabul
AF,CCN,OACC,Asia/Kabul
AF,SBF,OADS,Asia/Kabul
AF,DAZ,OADZ,Asia/Kabul
AF,FAH,OAFR,Asia/Kabul
AF,FBD,OAFZ,Asia/Kabul
AF,GRG,OAGZ,Asia/Kabul
AF,KWH,OAHN,Asia/Kabul
AF,HEA,OAHR,Asia/Kabul
AF,OAI,OAIX,Asia/Kabul
AF,JAA,OAJL,Asia/Kabul
AF,KBL,OAKB,Asia/Kabul
AF,KDH,OAKN,Asia/Kabul
AF,KHT,OAKS,Asia/Kabul
